condition	speaker	system	text_index	seed_arm	readout	clone_path	cos_own_event	cos_other_event	cos_own_event_matched	cos_other_event_matched	cos_prompt
flat	p231	cosy	1	B	ecapa	exp211/clones/flat/cosy__mic1__seedB/p231_t1.wav	0.66339282815806111	0.63011238928403002	0.72769712110875506	0.70303345039850629	0.75579693419780181
flat	p231	cosy	1	B	wavlmsv	exp211/clones/flat/cosy__mic1__seedB/p231_t1.wav	0.94910566229414428	0.92253371044722288	0.97189673836809587	0.93942820737769317	0.96499257503353286
flat	p231	cosy	2	B	ecapa	exp211/clones/flat/cosy__mic1__seedB/p231_t2.wav	0.68299118340796816	0.6027620860637618	0.71535570936242965	0.70360403788934744	0.74907061510335371
flat	p231	cosy	2	B	wavlmsv	exp211/clones/flat/cosy__mic1__seedB/p231_t2.wav	0.96586899506159318	0.93402166163840827	0.97089572342883779	0.93758559878492731	0.95922532821457973
flat	p231	cosy	3	B	ecapa	exp211/clones/flat/cosy__mic1__seedB/p231_t3.wav	0.66861237451937594	0.61869858366771535	0.7297922132120489	0.69524726812262916	0.74654280273879658
flat	p231	cosy	3	B	wavlmsv	exp211/clones/flat/cosy__mic1__seedB/p231_t3.wav	0.95163802881711934	0.93782681555683056	0.97180538378009906	0.96051098577729377	0.9694821693668757
flat	p231	seedvc	0	B	ecapa	exp211/clones/flat/seedvc__mic1__seedB/p231_t0.wav	0.50787624856807856	0.48281977393108277	0.64779682021784823	0.63105203049192204	0.63073897907584997
flat	p231	seedvc	0	B	wavlmsv	exp211/clones/flat/seedvc__mic1__seedB/p231_t0.wav	0.83793095585988864	0.82086511596711043	0.79916402305607237	0.83368284996926056	0.76607225081441443
flat	p231	seedvc	1	B	ecapa	exp211/clones/flat/seedvc__mic1__seedB/p231_t1.wav	0.52429171327319957	0.50104522515670724	0.61833157697572971	0.6297550144602907	0.63722067718525188
flat	p231	seedvc	1	B	wavlmsv	exp211/clones/flat/seedvc__mic1__seedB/p231_t1.wav	0.8234935535598279	0.80262920506148572	0.78283179285873228	0.80150119264173059	0.74471705388863607
flat	p231	seedvc	2	B	ecapa	exp211/clones/flat/seedvc__mic1__seedB/p231_t2.wav	0.47152902086310788	0.47978816683326247	0.59602550562226941	0.61726902038616682	0.590422109142823
flat	p231	seedvc	2	B	wavlmsv	exp211/clones/flat/seedvc__mic1__seedB/p231_t2.wav	0.79981332284035878	0.78189768236273993	0.75575399566745993	0.78860167672669546	0.71996184614544489
flat	p231	seedvc	3	B	ecapa	exp211/clones/flat/seedvc__mic1__seedB/p231_t3.wav	0.4922426888585506	0.49155358329033444	0.61974240121698365	0.62448061967555302	0.62630673542626081
flat	p231	seedvc	3	B	wavlmsv	exp211/clones/flat/seedvc__mic1__seedB/p231_t3.wav	0.8408993931108486	0.8278572141829772	0.80141874975365834	0.8184927949793146	0.76306111873346905
flat	p257	f5	0	A	ecapa	exp211/clones/flat/f5__mic1__seedA/p257_t0.wav	0.67619481005759052	0.61382957606445543	0.73862289912516532	0.69945212367603804	0.83235559612455035
flat	p257	f5	0	A	wavlmsv	exp211/clones/flat/f5__mic1__seedA/p257_t0.wav	0.9676846216118945	0.95918846543367509	0.94599620568697063	0.94739335501944999	0.95798745917237893
flat	p257	f5	1	A	ecapa	exp211/clones/flat/f5__mic1__seedA/p257_t1.wav	0.64004074390874388	0.54570235230954744	0.70115818230288696	0.63294321942607357	0.78954723618099343
flat	p257	f5	1	A	wavlmsv	exp211/clones/flat/f5__mic1__seedA/p257_t1.wav	0.95138394720052544	0.94567684259485718	0.93338838825624548	0.93941063154216031	0.94890671463154974
flat	p257	f5	2	A	ecapa	exp211/clones/flat/f5__mic1__seedA/p257_t2.wav	0.63534172506672837	0.62755683386533989	0.66314580768230036	0.65539581397429258	0.73060357037330892
flat	p257	f5	2	A	wavlmsv	exp211/clones/flat/f5__mic1__seedA/p257_t2.wav	0.96675561514786512	0.95023768943002118	0.94648548724751613	0.93472844053878223	0.96134926328889647
flat	p257	f5	3	A	ecapa	exp211/clones/flat/f5__mic1__seedA/p257_t3.wav	0.65318511471056895	0.55253268352015317	0.71697136684681317	0.64587492272537617	0.79279961614223249
flat	p257	f5	3	A	wavlmsv	exp211/clones/flat/f5__mic1__seedA/p257_t3.wav	0.96578474804880821	0.95097381269283998	0.95286964133796626	0.93004922609772311	0.96026138952194318
flat	p257	xtts	0	A	ecapa	exp211/clones/flat/xtts__mic1__seedA/p257_t0.wav	0.46596764545945185	0.4386081966970925	0.50890222939657859	0.49849930334718762	0.6092620703523125
flat	p257	xtts	0	A	wavlmsv	exp211/clones/flat/xtts__mic1__seedA/p257_t0.wav	0.87533594125182623	0.88220422174076985	0.90113956572134724	0.88228740696368002	0.89442141439035194
flat	p257	xtts	1	A	ecapa	exp211/clones/flat/xtts__mic1__seedA/p257_t1.wav	0.52565922456442449	0.48201598783651611	0.53236054223983587	0.50946121312106951	0.63230067684529268
flat	p257	xtts	1	A	wavlmsv	exp211/clones/flat/xtts__mic1__seedA/p257_t1.wav	0.83266573936106481	0.84408187150634284	0.83158465363611556	0.85336154326871638	0.83651303553013001
flat	p257	xtts	2	A	ecapa	exp211/clones/flat/xtts__mic1__seedA/p257_t2.wav	0.43131645588060846	0.44030536140702065	0.48569086890633051	0.48337242164318617	0.58353830996180611
flat	p257	xtts	2	A	wavlmsv	exp211/clones/flat/xtts__mic1__seedA/p257_t2.wav	0.91444579166208029	0.91072812810176518	0.92447969559314924	0.90630544085269027	0.92801913345976517
