speaker	direction	readout	system	text_index	prompt_mic	seed_arm	clone_sha256	own_candidate	other_candidate	cos_own_event	cos_other_event
p229	reverse_mic2_to_mic1	ecapa	xtts	1	mic2	A	8ee190544ea7cfa4	inputs/vctk/wav48_silence_trimmed/p229/p229_120_mic1.flac	inputs/vctk/wav48_silence_trimmed/p229/p229_179_mic1.flac	0.53921954267386307	0.49885427217830147
p229	reverse_mic2_to_mic1	wavlm	xtts	1	mic2	A	8ee190544ea7cfa4	inputs/vctk/wav48_silence_trimmed/p229/p229_120_mic1.flac	inputs/vctk/wav48_silence_trimmed/p229/p229_179_mic1.flac	0.87550175452681445	0.89175948781105696
p229	reverse_mic2_to_mic1	ecapa	cosy	1	mic2	A	f49ef6a400717435	inputs/vctk/wav48_silence_trimmed/p229/p229_120_mic1.flac	inputs/vctk/wav48_silence_trimmed/p229/p229_179_mic1.flac	0.7870631438792135	0.70426515296879588
p229	reverse_mic2_to_mic1	wavlm	cosy	1	mic2	A	f49ef6a400717435	inputs/vctk/wav48_silence_trimmed/p229/p229_120_mic1.flac	inputs/vctk/wav48_silence_trimmed/p229/p229_179_mic1.flac	0.97475651826146326	0.96867909348541748
p229	reverse_mic2_to_mic1	ecapa	seedvc	1	mic2	A	129b93117c403f5b	inputs/vctk/wav48_silence_trimmed/p229/p229_120_mic1.flac	inputs/vctk/wav48_silence_trimmed/p229/p229_179_mic1.flac	0.60922742030344068	0.54289893958503876
p229	reverse_mic2_to_mic1	wavlm	seedvc	1	mic2	A	129b93117c403f5b	inputs/vctk/wav48_silence_trimmed/p229/p229_120_mic1.flac	inputs/vctk/wav48_silence_trimmed/p229/p229_179_mic1.flac	0.85325625193026533	0.84962957389007854
p229	reverse_mic2_to_mic1	ecapa	f5	2	mic2	A	d8a552e9c33c25a9	inputs/vctk/wav48_silence_trimmed/p229/p229_120_mic1.flac	inputs/vctk/wav48_silence_trimmed/p229/p229_179_mic1.flac	0.73535369557850017	0.67754911836557685
p229	reverse_mic2_to_mic1	wavlm	f5	2	mic2	A	d8a552e9c33c25a9	inputs/vctk/wav48_silence_trimmed/p229/p229_120_mic1.flac	inputs/vctk/wav48_silence_trimmed/p229/p229_179_mic1.flac	0.98003108997060551	0.97064366294014137
p229	reverse_mic2_to_mic1	ecapa	xtts	2	mic2	A	cb76b0a306b5d521	inputs/vctk/wav48_silence_trimmed/p229/p229_120_mic1.flac	inputs/vctk/wav48_silence_trimmed/p229/p229_179_mic1.flac	0.60873300392633045	0.55227556104753406
p229	reverse_mic2_to_mic1	wavlm	xtts	2	mic2	A	cb76b0a306b5d521	inputs/vctk/wav48_silence_trimmed/p229/p229_120_mic1.flac	inputs/vctk/wav48_silence_trimmed/p229/p229_179_mic1.flac	0.97285271679294494	0.98242544428561929
p229	reverse_mic2_to_mic1	ecapa	cosy	2	mic2	A	3c3d2b816156cc4c	inputs/vctk/wav48_silence_trimmed/p229/p229_120_mic1.flac	inputs/vctk/wav48_silence_trimmed/p229/p229_179_mic1.flac	0.79916959753736339	0.66907319055131309
p229	reverse_mic2_to_mic1	wavlm	cosy	2	mic2	A	3c3d2b816156cc4c	inputs/vctk/wav48_silence_trimmed/p229/p229_120_mic1.flac	inputs/vctk/wav48_silence_trimmed/p229/p229_179_mic1.flac	0.98701776853736634	0.97342430687856774
p229	reverse_mic2_to_mic1	ecapa	seedvc	2	mic2	A	da92544a89375e4e	inputs/vctk/wav48_silence_trimmed/p229/p229_120_mic1.flac	inputs/vctk/wav48_silence_trimmed/p229/p229_179_mic1.flac	0.62665895485391299	0.49845017275485842
p229	reverse_mic2_to_mic1	wavlm	seedvc	2	mic2	A	da92544a89375e4e	inputs/vctk/wav48_silence_trimmed/p229/p229_120_mic1.flac	inputs/vctk/wav48_silence_trimmed/p229/p229_179_mic1.flac	0.81658093566326206	0.82387923364398008
p229	reverse_mic2_to_mic1	ecapa	f5	3	mic2	A	6d474b01dc3f9acd	inputs/vctk/wav48_silence_trimmed/p229/p229_120_mic1.flac	inputs/vctk/wav48_silence_trimmed/p229/p229_179_mic1.flac	0.79488265682259029	0.59611461554580181
p229	reverse_mic2_to_mic1	wavlm	f5	3	mic2	A	6d474b01dc3f9acd	inputs/vctk/wav48_silence_trimmed/p229/p229_120_mic1.flac	inputs/vctk/wav48_silence_trimmed/p229/p229_179_mic1.flac	0.93175932132770156	0.93609557863378312
p229	reverse_mic2_to_mic1	ecapa	xtts	3	mic2	A	9d2827036823a40a	inputs/vctk/wav48_silence_trimmed/p229/p229_120_mic1.flac	inputs/vctk/wav48_silence_trimmed/p229/p229_179_mic1.flac	0.51995302496676987	0.41611621053954684
p229	reverse_mic2_to_mic1	wavlm	xtts	3	mic2	A	9d2827036823a40a	inputs/vctk/wav48_silence_trimmed/p229/p229_120_mic1.flac	inputs/vctk/wav48_silence_trimmed/p229/p229_179_mic1.flac	0.88325106495260708	0.88004285802477433
p229	reverse_mic2_to_mic1	ecapa	cosy	3	mic2	A	102f818fd277b9fc	inputs/vctk/wav48_silence_trimmed/p229/p229_120_mic1.flac	inputs/vctk/wav48_silence_trimmed/p229/p229_179_mic1.flac	0.74078870134004771	0.56043449314381943
p229	reverse_mic2_to_mic1	wavlm	cosy	3	mic2	A	102f818fd277b9fc	inputs/vctk/wav48_silence_trimmed/p229/p229_120_mic1.flac	inputs/vctk/wav48_silence_trimmed/p229/p229_179_mic1.flac	0.9096530706054784	0.89920083248795424
p229	reverse_mic2_to_mic1	ecapa	seedvc	3	mic2	A	7e4836d3d40b67ed	inputs/vctk/wav48_silence_trimmed/p229/p229_120_mic1.flac	inputs/vctk/wav48_silence_trimmed/p229/p229_179_mic1.flac	0.68171479398267709	0.53692602625160224
p229	reverse_mic2_to_mic1	wavlm	seedvc	3	mic2	A	7e4836d3d40b67ed	inputs/vctk/wav48_silence_trimmed/p229/p229_120_mic1.flac	inputs/vctk/wav48_silence_trimmed/p229/p229_179_mic1.flac	0.85037643325385837	0.86631686150728038
p229	reverse_mic2_to_mic1	ecapa	f5	0	mic2	B	05b5138e48cf9143	inputs/vctk/wav48_silence_trimmed/p229/p229_179_mic1.flac	inputs/vctk/wav48_silence_trimmed/p229/p229_120_mic1.flac	0.73791282623598631	0.62751383353434287
p229	reverse_mic2_to_mic1	wavlm	f5	0	mic2	B	05b5138e48cf9143	inputs/vctk/wav48_silence_trimmed/p229/p229_179_mic1.flac	inputs/vctk/wav48_silence_trimmed/p229/p229_120_mic1.flac	0.9531393261914346	0.94966343081718274
p229	reverse_mic2_to_mic1	ecapa	xtts	0	mic2	B	de0cb32005ddef2a	inputs/vctk/wav48_silence_trimmed/p229/p229_179_mic1.flac	inputs/vctk/wav48_silence_trimmed/p229/p229_120_mic1.flac	0.46596042292802897	0.38068267589885185
p229	reverse_mic2_to_mic1	wavlm	xtts	0	mic2	B	de0cb32005ddef2a	inputs/vctk/wav48_silence_trimmed/p229/p229_179_mic1.flac	inputs/vctk/wav48_silence_trimmed/p229/p229_120_mic1.flac	0.84326295973417953	0.81567959742449447
p229	reverse_mic2_to_mic1	ecapa	cosy	0	mic2	B	b60699c456b9c0ca	inputs/vctk/wav48_silence_trimmed/p229/p229_179_mic1.flac	inputs/vctk/wav48_silence_trimmed/p229/p229_120_mic1.flac	0.76141491216118085	0.64940771805430897
